"IDan","Group","Gender","GenderF","Merkel","Sudety","Education","Education123","PrePANASpn","PrePANASp","PrePANASn","PostPANASpn","PostPANASp","PostPANASn","DelPANASpn","DelPANASp","DelPANASn","Post_PrePANASpn","Post_PrePANASp","Post_PrePANASn","Del_PostPANASpn","Del_PostPANASp","Del_PostPANASn","PreMacro","PostMacro","DelMacro","Post_PreMacro","Del_PostMacro","PreMicro","PreMicro_p","PreMicro_n","PostMicro","PostMicro_p","PostMicro_n","DelMicro","DelMicro_p","DelMicro_n","Post_PreMicro","Post_PreMicro_p","Post_PreMicro_n","Del_PostMicro","Del_PostMicro_p","Del_PostMicro_n","PreIATeffect","PostIATeffect","DelIATeffect","Post_PreIATeffect","Del_PostIATeffect","PrePANAS_01","PrePANAS_02","PrePANAS_03","PrePANAS_04","PrePANAS_05","PrePANAS_06","PrePANAS_07","PrePANAS_08","PrePANAS_09","PrePANAS_10","PrePANAS_11","PrePANAS_12","PrePANAS_13","PrePANAS_14","PrePANAS_15","PrePANAS_16","PrePANAS_17","PrePANAS_18","PrePANAS_19","PrePANAS_20","PostPANAS_01","PostPANAS_02","PostPANAS_03","PostPANAS_04","PostPANAS_05","PostPANAS_06","PostPANAS_07","PostPANAS_08","PostPANAS_09","PostPANAS_10","PostPANAS_11","PostPANAS_12","PostPANAS_13","PostPANAS_14","PostPANAS_15","PostPANAS_16","PostPANAS_17","PostPANAS_18","PostPANAS_19","PostPANAS_20","DelPANAS_01","DelPANAS_02","DelPANAS_03","DelPANAS_04","DelPANAS_05","DelPANAS_06","DelPANAS_07","DelPANAS_08","DelPANAS_09","DelPANAS_10","DelPANAS_11","DelPANAS_12","DelPANAS_13","DelPANAS_14","DelPANAS_15","DelPANAS_16","DelPANAS_17","DelPANAS_18","DelPANAS_19","DelPANAS_20","Post_PrePANAS_01","Post_PrePANAS_02","Post_PrePANAS_03","Post_PrePANAS_04","Post_PrePANAS_05","Post_PrePANAS_06","Post_PrePANAS_07","Post_PrePANAS_08","Post_PrePANAS_09","Post_PrePANAS_10","Post_PrePANAS_11","Post_PrePANAS_12","Post_PrePANAS_13","Post_PrePANAS_14","Post_PrePANAS_15","Post_PrePANAS_16","Post_PrePANAS_17","Post_PrePANAS_18","Post_PrePANAS_19","Post_PrePANAS_20","Del_PostPANAS_01","Del_PostPANAS_02","Del_PostPANAS_03","Del_PostPANAS_04","Del_PostPANAS_05","Del_PostPANAS_06","Del_PostPANAS_07","Del_PostPANAS_08","Del_PostPANAS_09","Del_PostPANAS_10","Del_PostPANAS_11","Del_PostPANAS_12","Del_PostPANAS_13","Del_PostPANAS_14","Del_PostPANAS_15","Del_PostPANAS_16","Del_PostPANAS_17","Del_PostPANAS_18","Del_PostPANAS_19","Del_PostPANAS_20","PreMacro_01","PreMacro_02","PreMacro_03","PreMacro_04","PreMacro_05","PreMacro_06","PreMacro_07","PostMacro_01","PostMacro_02","PostMacro_03","PostMacro_04","PostMacro_05","PostMacro_06","PostMacro_07","DelMacro_01","DelMacro_02","DelMacro_03","DelMacro_04","DelMacro_05","DelMacro_06","DelMacro_07","Post_PreMacro_01","Post_PreMacro_02","Post_PreMacro_03","Post_PreMacro_04","Post_PreMacro_05","Post_PreMacro_06","Post_PreMacro_07","Del_PostMacro_01","Del_PostMacro_02","Del_PostMacro_03","Del_PostMacro_04","Del_PostMacro_05","Del_PostMacro_06","Del_PostMacro_07","PreMicro_01","PreMicro_02","PreMicro_03","PreMicro_04","PreMicro_05","PreMicro_06","PreMicro_07","PreMicro_08","PreMicro_09","PreMicro_10","PostMicro_01","PostMicro_02","PostMicro_03","PostMicro_04","PostMicro_05","PostMicro_06","PostMicro_07","PostMicro_08","PostMicro_09","PostMicro_10","DelMicro_01","DelMicro_02","DelMicro_03","DelMicro_04","DelMicro_05","DelMicro_06","DelMicro_07","DelMicro_08","DelMicro_09","DelMicro_10","Post_PreMicro_01","Post_PreMicro_02","Post_PreMicro_03","Post_PreMicro_04","Post_PreMicro_05","Post_PreMicro_06","Post_PreMicro_07","Post_PreMicro_08","Post_PreMicro_09","Post_PreMicro_10","Del_PostMicro_01","Del_PostMicro_02","Del_PostMicro_03","Del_PostMicro_04","Del_PostMicro_05","Del_PostMicro_06","Del_PostMicro_07","Del_PostMicro_08","Del_PostMicro_09","Del_PostMicro_10","PreMacro_time","PostMacro_time","DelMacro_time","PreMicro_time","PostMicro_time","DelMicro_time"
355,"C","male",0,0,"N","S",2,32,22,10,65,16,11,64,19,15,33,-6,1,-1,3,4,-1,3,-2,4,-5,39,20,19,43,23,20,37,22,15,4,3,1,-6,-1,-5,-0.07484343647988,0.048383271023443,-0.159521992493748,0.123226707503323,-0.207905263517191,2,1,1,1,2,1,1,1,1,1,1,2,1,3,1,4,4,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,3,1,1,1,2,2,1,3,2,1,1,1,3,1,3,1,1,1,1,2,4,1,2,1,-1,0,0,0,0,0,0,0,0,1,1,0,0,-2,0,-2,-1,0,-1,0,1,1,0,2,0,0,0,0,2,-1,1,-1,0,0,0,0,1,0,1,0,1,-1,-1,0,0,-1,1,1,1,0,0,0,0,1,1,0,-1,-1,-1,-1,1,0,2,1,0,0,1,0,0,-1,-1,-1,-1,-1,0,3,2,6,6,5,6,2,2,3,4,5,4,6,5,5,5,3,3,3,4,5,2,6,4,6,5,2,3,2,2,2,2,0,-1,0,-1,1,1,0,0,0,-2,0,-1,1,0,-1,0,-1,-2,"0:33","0:41",NA,"2:21","1:18","2:00"
358,"E","female",1,0,"N","V",3,56,30,26,74,31,17,NA,NA,NA,18,1,-9,NA,NA,NA,-3,-5,NA,-2,NA,32,17,15,26,15,11,NA,NA,NA,-6,-2,-4,NA,NA,NA,-0.525129583935665,-0.60974899356682,NA,-0.0846194096311559,NA,4,2,3,3,1,1,2,1,4,2,1,3,4,2,5,4,3,4,4,3,4,2,4,3,1,1,2,1,4,1,1,2,2,5,2,1,5,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,-1,0,-1,-2,3,-3,-3,2,-2,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,0,0,-1,1,-2,-1,-1,0,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,-1,0,0,0,-1,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,5,4,5,3,3,3,3,2,2,2,4,4,5,1,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-1,0,0,-2,-1,0,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2:50","1:25",NA,"2:15","1:42",NA
361,"C","male",0,0,"N","S",2,45,34,11,73,23,10,75,25,10,28,-11,-1,2,2,0,5,0,3,-5,3,41,21,20,40,20,20,41,19,22,-1,-1,0,1,-1,2,-0.328935649557649,-0.32974839069629,0.656604027655327,-0.000812741138641493,0.986352418351618,3,1,2,1,4,1,1,1,3,4,1,4,2,3,1,4,3,1,4,1,2,1,2,1,4,1,1,1,1,3,1,2,1,1,1,3,3,1,2,1,3,1,2,1,4,1,1,1,2,3,1,2,1,1,1,2,3,1,3,1,-1,0,0,0,0,0,0,0,-2,-1,0,-2,-1,-2,0,-1,0,0,-2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,1,1,1,2,-1,-1,2,0,1,0,-1,-1,0,1,-1,0,1,1,1,0,1,-1,0,-1,-3,0,1,-1,-1,-1,1,2,2,0,0,5,4,5,5,5,4,3,2,4,4,5,4,5,6,5,4,2,2,4,3,4,5,3,6,5,4,3,3,4,4,0,0,0,1,0,0,-1,0,0,-1,-1,1,-2,0,0,0,1,1,0,1,"0:50","0:33","0:56","1:54","1:15","1:03"
364,"E","male",0,0,"A","S",2,50,35,15,70,34,24,68,23,15,20,-1,9,-2,-11,-9,-4,-3,-4,1,-1,35,17,18,34,20,14,35,19,16,-1,3,-4,1,-1,2,-0.024663655868884,-0.282012602372463,-0.498857025871896,-0.257348946503579,-0.216844423499433,4,1,3,1,3,1,1,1,4,3,2,3,3,4,3,4,4,1,3,1,4,2,3,2,3,3,3,3,4,3,3,3,3,4,2,3,4,2,3,1,3,2,2,1,2,2,1,1,2,2,2,1,2,2,1,3,3,2,3,1,0,1,0,1,0,2,2,2,0,0,1,0,0,0,-1,-1,0,1,0,0,-1,0,-1,-1,-1,-1,-2,-2,-2,-1,-1,-2,-1,-2,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,1,-1,0,0,-1,-1,-1,0,0,-1,0,0,0,0,2,-1,1,0,0,0,0,-1,3,3,4,4,3,5,3,4,3,3,5,3,4,4,5,3,2,3,2,3,4,3,4,3,5,3,4,3,3,3,2,0,0,0,2,-2,-1,-1,-1,0,-1,0,0,-1,0,0,2,0,1,0,"1:00","0:20","0:41","1:06","0:42","1:30"
367,"E","male",0,0,"N","S",2,35,23,12,59,16,17,61,11,10,24,-7,5,2,-5,-7,6,2,1,-4,-1,41,23,18,41,23,18,41,24,17,0,0,0,0,1,-1,-0.263544247119808,0.000542408004285941,-0.362920964412833,0.264086655124094,-0.363463372417119,4,1,1,1,2,1,1,1,3,3,1,1,2,4,2,1,3,1,1,1,2,2,2,3,2,1,4,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,2,0,0,3,1,-1,-2,0,0,-1,-2,-1,0,-1,0,0,0,0,-1,-1,-2,-1,0,-3,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,5,3,6,5,5,3,4,4,3,3,5,3,5,4,5,4,4,4,3,4,5,2,6,4,5,4,4,4,3,4,0,0,-1,-1,0,1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,"1:45",NA,"2:00","3:00",NA,"2:06"
370,"C","male",0,0,"N","Z",1,38,28,10,75,25,10,NA,NA,NA,37,-3,0,NA,NA,NA,1,1,NA,0,NA,40,21,19,42,22,20,NA,NA,NA,2,1,1,NA,NA,NA,0.427048888349332,0.157326070030736,NA,-0.269722818318596,NA,4,1,2,1,2,1,1,1,3,1,1,3,1,2,1,4,2,1,5,1,3,1,1,1,3,1,1,1,2,1,1,3,1,4,1,2,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,2,0,-2,1,0,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-1,0,-1,1,2,-1,-1,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,1,1,0,-1,NA,NA,NA,NA,NA,NA,NA,3,2,3,5,6,3,6,4,3,5,3,2,3,5,6,5,5,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,-1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2:27",NA,NA,"3:22",NA,NA
373,"C","male",0,0,"N","S",2,51,32,19,67,25,18,79,35,16,16,-7,-1,12,10,-2,-10,-8,-5,2,3,21,13,8,19,12,7,30,17,13,-2,-1,-1,11,5,6,-0.136171675153638,-0.162735012984868,-0.451203143118257,-0.02656333783123,-0.288468130133388,4,1,2,2,3,1,1,1,3,3,3,4,3,2,2,4,5,2,2,3,3,3,1,2,3,1,1,2,3,2,2,2,2,3,1,3,3,2,2,2,4,1,3,2,4,1,1,2,3,3,2,2,3,4,1,5,4,2,3,1,-1,2,-1,0,0,0,0,1,0,-1,-1,-2,-1,1,-1,-1,-2,0,0,-1,1,-2,2,0,1,0,0,0,0,1,0,0,1,1,0,2,1,0,1,-1,-1,-2,-2,-1,-2,-2,0,0,-2,-1,-1,-2,-2,0,0,0,-2,-1,-1,-2,1,1,0,1,0,0,0,0,0,2,-1,0,1,0,1,2,2,2,2,5,1,1,2,2,2,2,1,3,2,3,1,2,2,1,2,3,1,3,3,5,1,7,2,1,4,0,-1,1,0,-2,0,1,0,-1,0,1,0,0,1,2,0,5,0,0,2,"1:20","0:48","1:10","2:04","1:15","1:45"
376,"C","male",0,0,"N","S",2,33.6842105263158,24.4444444444444,10,79,29,10,77,27,10,45.3157894736842,4.55555555555555,0,-2,-2,0,6,6,6,0,0,46,25,21,47,27,20,46,27,19,1,2,-1,-1,0,-1,0.0697625248365449,0.0500496805544744,NA,-0.0197128442820705,NA,3,1,1,1,NA,1,1,1,3,2,1,1,1,3,1,3,3,1,3,1,4,1,2,1,3,1,1,1,3,3,1,1,1,3,1,4,3,1,3,1,4,1,2,1,3,1,1,1,3,2,1,1,1,2,1,3,4,1,3,1,1,0,1,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,1,0,0,0,1,1,0,1,0,1,2,1,1,0,1,0,1,2,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,6,6,4,3,4,4,5,5,4,5,4,6,4,4,5,4,6,5,5,6,4,7,4,2,5,4,4,0,0,0,-2,0,0,1,1,0,1,0,1,1,0,1,0,-2,0,0,-2,"1:36","1:20",NA,"2:10","1:40",NA
379,"C","male",0,0,"N","S",2,45,28,17,74,29,15,73,28,15,29,1,-2,-1,-1,0,0,0,1,0,1,38,18,20,36,20,16,37,21,16,-2,2,-4,1,1,0,-0.532804451559276,-0.38869069324655,-0.668502591211365,0.144113758312726,-0.279811897964815,4,2,1,1,4,1,1,3,2,2,1,4,2,1,1,3,4,3,3,2,2,1,2,2,4,1,1,2,2,3,1,4,2,1,2,4,4,2,3,1,2,1,1,1,3,1,1,2,3,4,2,4,2,2,1,3,2,2,4,2,-2,-1,1,1,0,0,0,-1,0,1,0,0,0,0,1,1,0,-1,0,-1,0,0,-1,-1,-1,0,0,0,1,1,1,0,0,1,-1,-1,-2,0,1,1,0,1,-1,-1,0,0,1,1,1,-1,-1,-1,0,1,0,1,-1,-1,-1,1,2,1,0,0,0,-1,0,0,-1,0,0,0,0,1,1,5,2,3,5,5,3,5,3,5,2,5,3,4,3,5,3,4,3,3,3,5,2,5,3,7,3,5,2,3,2,0,1,1,-2,0,0,-1,0,-2,1,0,-1,1,0,2,0,1,-1,0,-1,"1:58",NA,"1:00","1:20",NA,"1:22"
382,"E","female",1,0,"N","S",2,43,33,10,74,25,11,72,22,10,31,-8,1,-2,-3,-1,-6,-5,-5,1,0,27,14,13,24,13,11,29,15,14,-3,-1,-2,5,2,3,-0.272780133802283,-0.26050465697052,-0.0871738768214881,0.0122754768317629,0.173330780149032,4,1,2,1,3,1,1,1,4,4,1,1,1,4,1,4,3,1,4,1,3,2,3,1,3,1,1,1,3,3,1,1,1,2,1,1,3,1,3,1,3,1,2,1,3,1,1,1,2,2,1,1,1,2,1,2,2,1,3,1,-1,1,1,0,0,0,0,0,-1,-1,0,0,0,-2,0,-3,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,1,-1,0,0,0,0,-1,-1,-1,-1,-2,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,4,3,3,4,3,2,2,2,2,2,3,2,4,3,3,2,2,2,2,1,3,3,3,3,4,3,3,3,2,2,-1,-1,1,-1,0,0,0,0,0,-1,0,1,-1,0,1,1,1,1,0,1,"0:50","0:45","0:48","1:28","0:58","1:19"
394,"E","female",1,0,"N","V",3,47,37,10,75,28,13,79,29,10,28,-9,3,4,1,-3,-6,-3,1,3,4,30,19,11,29,18,11,28,18,10,-1,-1,0,-1,0,-1,-0.147876606427077,-0.143249802934535,-0.230421726592227,0.0046268034925418,-0.0871719236576913,4,1,3,1,4,1,1,1,4,4,1,2,1,3,1,5,3,1,5,1,4,2,1,2,4,1,1,1,2,2,2,1,1,3,1,2,4,1,5,1,3,1,3,1,2,1,1,1,3,4,1,1,1,3,1,2,4,1,4,1,0,1,-2,1,0,0,0,0,-2,-2,1,-1,0,0,0,-3,1,0,0,0,-1,-1,2,-1,-2,0,0,0,1,2,-1,0,0,0,0,0,0,0,-1,0,1,-2,-1,-1,-2,-2,1,1,1,-1,0,-2,-1,-1,1,1,1,0,-1,-2,1,0,3,0,1,0,1,-2,0,0,2,0,1,-1,2,5,2,4,6,6,1,1,2,1,2,5,2,5,6,5,1,1,2,1,1,5,1,5,6,6,1,1,1,1,1,0,0,1,0,-1,0,0,0,0,-1,0,-1,0,0,1,0,0,-1,0,0,"0:55","0:55","1:20","1:52","1:10","1:30"
397,"E","female",1,0,"N","S",2,56,33,23,76,32,16,73,33,20,20,-1,-7,-3,1,4,5,1,0,-4,-1,54,29,25,35,21,14,30,17,13,-19,-8,-11,-5,-4,-1,-0.255701474293894,-0.602392512375771,-0.261343329657009,-0.346691038081876,0.341049182718761,4,3,2,1,4,2,2,1,4,3,2,2,4,4,2,2,4,3,4,3,5,1,1,1,4,1,1,1,4,3,2,2,3,4,1,1,4,2,4,3,4,2,2,2,3,1,3,1,4,4,2,2,1,4,3,2,4,2,4,3,1,-2,-1,0,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,-1,1,1,1,-1,0,2,0,0,1,0,0,-2,0,2,1,0,0,0,0,1,1,1,0,1,0,1,-1,0,1,0,0,0,1,-1,0,1,-1,0,0,1,-2,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,6,4,6,5,5,4,7,5,5,7,5,1,4,5,5,2,4,4,2,3,3,1,4,5,5,2,4,2,1,3,-1,-3,-2,0,0,-2,-3,-1,-3,-4,-2,0,0,0,0,0,0,-2,-1,0,"1:25","1:40","1:20","2:45","2:49","2:40"
400,"E","female",1,0,"N","S",2,49,34,15,72,33,21,57,26,29,23,-1,6,-15,-7,8,6,0,2,-6,2,46,24,22,34,17,17,41,23,18,-12,-7,-5,7,6,1,-0.390400487588465,-0.261355410762097,-0.642890662484326,0.129045076826368,-0.38153525172223,4,2,4,1,3,1,1,1,3,3,1,3,3,3,2,4,3,2,4,1,4,3,3,4,3,1,2,1,2,3,3,4,1,3,2,3,4,2,4,2,3,4,3,4,2,3,3,1,2,3,1,3,4,2,4,2,3,2,3,3,0,1,-1,3,0,0,1,0,-1,0,2,1,-2,0,0,-1,1,0,0,1,-1,1,0,0,-1,2,1,0,0,0,-2,-1,3,-1,2,-1,-1,0,-1,1,1,1,2,0,0,1,1,0,0,1,0,-1,0,0,-1,1,0,0,0,1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,0,1,1,1,5,5,4,6,5,5,3,6,3,4,4,3,3,6,3,3,3,5,2,2,5,5,6,5,6,3,3,4,2,2,-1,-2,-1,0,-2,-2,0,-1,-1,-2,1,2,3,-1,3,0,0,-1,0,0,"1:30","2:02",NA,"2:30","2:23","1:28"
403,"E","female",1,0,"N","Z",1,53,22,31,56,22,26,50,10,20,3,0,-5,-6,-12,-6,-4,-8,-10,-4,-2,23,13,10,13,6,7,13,7,6,-10,-7,-3,0,1,-1,-0.297458083760043,-1.01744487884862,-0.917989866863525,-0.719986795088579,0.0994550119850972,2,4,2,3,1,1,4,1,3,1,1,4,5,2,5,2,3,3,2,4,4,3,2,4,1,2,3,1,1,1,1,2,4,3,3,2,4,2,2,3,1,5,1,2,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,2,-1,0,1,0,1,-1,0,-2,0,0,-2,-1,1,-2,0,1,-1,0,-1,-3,2,-1,-2,0,-1,-2,0,0,0,0,-1,0,-2,-1,-1,-3,-1,-1,-1,-1,0,0,-1,-1,-2,1,-1,-1,-1,0,-2,-2,-1,-1,-1,-1,-2,-2,-2,-1,0,-1,-1,1,-1,0,-2,0,0,0,-2,0,0,0,3,2,2,5,5,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,-2,-1,-1,-2,-3,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,"1:30","1:10","0:50","1:47","2:10","1:30"
406,"E","female",1,0,"N","Z",1,46,24,22,75,27,12,63,20,17,29,3,-10,-12,-7,5,5,-5,-2,-10,3,45,27,18,32,16,16,30,16,14,-13,-11,-2,-2,0,-2,-0.356173785699182,-0.226760927470737,-0.504585087798953,0.129412858228445,-0.277824160328216,2,2,1,1,3,1,3,1,2,2,1,2,4,3,3,2,4,4,3,2,2,1,2,1,3,1,1,1,3,2,1,2,2,3,1,2,4,2,4,1,2,3,2,1,1,1,1,1,1,2,2,2,3,3,3,2,3,1,2,1,0,-1,1,0,0,0,-2,0,1,0,0,0,-2,0,-2,0,0,-2,1,-1,0,2,0,0,-2,0,0,0,-2,0,1,0,1,0,2,0,-1,-1,-2,0,1,1,-1,1,0,1,2,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,1,-2,-2,0,-2,-1,-2,-1,1,0,0,1,0,1,0,5,4,6,4,6,3,5,6,2,4,3,3,3,4,5,3,2,3,4,2,3,3,4,3,5,3,2,2,3,2,-2,-1,-3,0,-1,0,-3,-3,2,-2,0,0,1,-1,0,0,0,-1,-1,0,"1:35","1:30",NA,"2:40","2:25","1:43"
409,"E","female",1,0,"N","Z",1,48,32,16,69,28,19,76,29,13,21,-4,3,7,1,-6,1,6,1,5,-5,40,20,20,56,29,27,52,25,27,16,9,7,-4,-4,0,0.112663134533175,-0.0893475239249414,-0.15549375038329,-0.202010658458116,-0.0661462264583484,3,1,3,2,3,1,1,1,4,3,1,3,4,3,2,4,3,1,3,2,3,1,3,2,3,1,2,1,2,2,3,3,2,3,3,3,3,2,3,2,4,1,3,1,3,2,1,1,3,3,1,2,2,3,1,3,2,1,3,2,0,0,0,0,0,0,1,0,-2,-1,2,0,-2,0,1,-1,0,1,0,0,1,0,0,-1,0,1,-1,0,1,1,-2,-1,0,0,-2,0,-1,-1,0,0,0,-1,0,1,0,0,1,2,2,1,2,-1,-1,1,0,1,0,1,-1,-1,1,2,3,1,1,-1,-1,0,-2,-1,-1,-1,0,0,0,5,4,5,4,5,5,5,2,2,3,6,6,5,2,6,7,6,6,6,6,5,6,5,6,6,6,5,6,4,3,1,2,0,-2,1,2,1,4,4,3,-1,0,0,4,0,-1,-1,0,-2,-3,"1:30","1:40",NA,"2:30","2:40","1:46"
412,"C","male",0,0,"A","S",2,63,38,25,80,35,15,79,35,16,17,-3,-10,-1,0,1,2,2,0,0,-2,38,23,15,31,17,14,38,24,14,-7,-6,-1,7,7,0,-0.0715027212703312,-0.615541785769164,-0.282785270352085,-0.544039064498833,0.332756515417079,4,1,4,3,2,1,3,1,5,4,1,5,4,3,4,3,4,4,4,3,4,1,4,2,2,1,1,1,4,3,1,3,2,3,2,4,5,2,3,2,4,2,4,1,3,1,1,1,3,2,1,3,3,5,2,4,3,1,4,3,0,0,0,-1,0,0,-2,0,-1,-1,0,-2,-2,0,-2,1,1,-2,-1,-1,0,1,0,-1,1,0,0,0,-1,-1,0,0,1,2,0,0,-2,-1,1,1,1,0,1,0,-1,0,1,1,0,1,0,-1,0,1,1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,5,2,3,3,6,4,3,6,3,3,3,3,2,3,5,2,3,4,3,3,5,2,3,3,6,5,2,6,2,4,-2,1,-1,0,-1,-2,0,-2,0,0,2,-1,1,0,1,3,-1,2,-1,1,"1:36","1:10","1:00","1:31","1:19","1:10"
415,"C","female",1,0,"N","V",3,41,28,13,85,35,10,80,31,11,44,7,-3,-5,-4,1,-6,-10,-12,-4,-2,17,10,7,14,8,6,16,10,6,-3,-2,-1,2,2,0,0.093421729562821,-0.056720671917469,-0.0364636285150579,-0.15014240148029,0.0202570434024111,4,1,2,1,2,1,1,1,3,3,1,2,2,3,2,3,3,1,3,2,4,1,2,1,3,1,1,1,4,3,1,3,1,4,1,4,4,1,4,1,3,1,3,1,3,1,1,1,3,3,1,3,1,3,1,3,4,1,3,2,0,0,0,0,1,0,0,0,1,0,0,1,-1,1,-1,1,1,0,1,-1,-1,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,1,-2,-2,0,-2,-2,0,2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,0,0,-2,0,0,0,0,2,2,2,2,3,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,3,1,1,2,1,1,-1,-1,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"1:39","1:20","1:05","2:36","1:40","2:05"
418,"C","male",0,0,"N","S",2,43,29,14,76,30,14,73,29,16,33,1,0,-3,-1,2,-6,-5,-6,1,-1,31,17,14,26,14,12,28,14,14,-5,-3,-2,2,0,2,-0.11192926275241,-0.237895117249121,NA,-0.125965854496711,NA,4,2,2,1,4,2,1,1,3,2,3,1,1,3,1,4,3,1,3,1,4,3,2,1,3,1,1,1,2,3,2,1,1,4,2,4,4,1,3,1,3,2,3,1,4,2,1,1,4,3,2,2,2,2,2,3,2,1,3,2,0,1,0,0,-1,-1,0,0,-1,1,-1,0,0,1,1,0,1,0,0,0,-1,-1,1,0,1,1,0,0,2,0,0,1,1,-2,0,-1,-2,0,0,1,-1,-2,0,0,0,-1,-2,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-2,-1,0,1,0,0,-1,0,1,0,0,0,-1,1,-1,0,3,2,3,4,3,2,3,4,3,4,2,2,3,4,3,2,2,3,2,3,3,3,3,4,3,2,3,2,2,3,-1,0,0,0,0,0,-1,-1,-1,-1,1,1,0,0,0,0,1,-1,0,0,"2:15","1:18",NA,"2:10","1:25"," "
421,"C","male",0,0,"N","Z",1,48,35,13,59,17,18,72,22,10,11,-18,5,13,5,-8,12,12,10,0,-2,54,33,21,55,34,21,48,28,20,1,1,0,-7,-6,-1,0.0489888545862979,-0.25261829167452,-0.0407426468861237,-0.301607146260818,0.211875644788396,5,1,4,1,4,1,2,1,5,1,1,2,2,1,2,4,4,1,5,1,1,3,1,1,4,1,2,3,1,1,3,2,1,1,1,1,3,2,2,1,2,1,1,1,3,1,1,1,2,2,1,2,1,1,1,2,4,1,3,1,-4,2,-3,0,0,0,0,2,-4,0,2,0,-1,0,-1,-3,-1,1,-3,0,1,-2,0,0,-1,0,-1,-2,1,1,-2,0,0,0,0,1,1,-1,1,0,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,7,4,6,7,7,4,2,7,4,6,7,4,6,7,7,4,2,7,4,7,7,4,6,7,6,3,2,3,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,-4,0,-1,"1:21",NA,"0:30","2:34",NA,"1:40"
