GROUP_ID,IMPACT_INIT,SIGNIFICANCE_INIT,INVESTIGATOR_INIT,INNOVATION_INIT,APPROACH_INIT,ENVIRONMENT_INIT,IMPACT_FINAL,PI_RACE,PI_ID,REVIEWER_ID,APPLICATION_ID,IRG,ADMIN_ORG,SRG,APPLICATION_TYPE,AMENDED,PI_GENDER,PI_ETHNICITY,CAREER_STAGE,DEG_CATEGORY,INSTITUTION_BIN
Matched Black,3,1,3,1,3,1,3,Black,939,1756,2167,9,22,13,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched Black,1,1,1,1,1,1,2,Black,939,901,2167,9,22,13,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,5,4,3,3,5,2,ND,White,341,1946,1442,18,8,12,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,5,5,1,5,5,2,ND,White,341,3945,1442,18,8,12,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,5,5,2,3,6,1,ND,White,341,5479,1442,18,8,12,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched Black,3,3,2,2,3,2,4,Black,1832,4561,2758,9,13,94,New,FALSE,Female,Non-Hispanic,Experienced,PHD,4
Matched Black,4,3,1,6,4,1,4,Black,1832,1858,2758,9,13,94,New,FALSE,Female,Non-Hispanic,Experienced,PHD,4
Matched Black,3,2,1,2,3,2,3,Black,1832,4012,2758,9,13,94,New,FALSE,Female,Non-Hispanic,Experienced,PHD,4
Matched White,2,1,1,3,3,1,3,White,2433,5407,1346,12,13,52,New,TRUE,Male,Non-Hispanic,Experienced,MD,4
Matched White,3,2,1,3,3,2,4,White,2433,3225,1346,12,13,52,New,TRUE,Male,Non-Hispanic,Experienced,MD,4
Matched White,3,3,2,3,3,2,2,White,2433,3658,1346,12,13,52,New,TRUE,Male,Non-Hispanic,Experienced,MD,4
Matched Black,4,3,2,4,4,2,4,Black,2000,3033,1917,1,21,110,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched Black,5,4,1,5,5,1,5,Black,2000,186,1917,1,21,110,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched Black,3,3,2,2,4,1,4,Black,2000,3980,1917,1,21,110,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched Black,2,2,2,4,3,1,3,Black,2000,8192,1591,1,13,110,New,TRUE,Male,Non-Hispanic,Experienced,PHD,4
Matched Black,4,2,1,4,4,1,4,Black,2000,3287,1591,1,13,110,New,TRUE,Male,Non-Hispanic,Experienced,PHD,4
Matched Black,4,3,2,5,6,1,4,Black,2000,4627,1591,1,13,110,New,TRUE,Male,Non-Hispanic,Experienced,PHD,4
Matched Black,4,4,1,3,4,1,ND,Black,2000,1967,1591,1,13,110,New,TRUE,Male,Non-Hispanic,Experienced,PHD,4
Matched Black,5,2,4,3,6,2,ND,Black,2000,4533,2395,12,13,125,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched Black,3,2,2,3,4,1,ND,Black,2000,479,2395,12,13,125,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched Black,6,4,3,4,6,2,ND,Black,2000,6145,2395,12,13,125,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,5,5,5,3,5,2,5,White,1104,6433,1088,12,13,143,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,4,3,3,4,5,3,5,White,1104,6652,1088,12,13,143,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,4,2,3,2,5,2,5,White,1104,290,1088,12,13,143,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,3,1,2,2,3,1,4,White,1104,3362,2123,12,13,38,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,5,4,2,2,6,2,5,White,1104,5678,2123,12,13,38,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,5,3,4,4,6,2,5,White,1104,8013,2123,12,13,38,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,5,6,1,3,8,1,7,White,2141,8048,920,12,13,121,New,FALSE,Male,Non-Hispanic,Experienced,MD,4
Matched White,3,2,2,3,3,2,3,White,2141,5143,920,12,13,121,New,FALSE,Male,Non-Hispanic,Experienced,MD,4
Matched White,5,3,3,4,6,2,5,White,2141,1246,920,12,13,121,New,FALSE,Male,Non-Hispanic,Experienced,MD,4
Matched White,3,2,1,3,4,1,3,White,2141,7586,920,12,13,121,New,FALSE,Male,Non-Hispanic,Experienced,MD,4
Matched Black,7,6,7,6,8,6,ND,Black,939,3018,1318,9,22,110,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched Black,4,4,2,5,4,2,ND,Black,939,7755,1318,9,22,110,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched Black,4,2,3,4,5,4,ND,Black,939,88,1318,9,22,110,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched White,2,3,1,2,4,1,5,White,112,3176,2246,7,15,29,New,FALSE,Female,Non-Hispanic,ESI,PHD,4
Matched White,4,4,2,4,5,2,4,White,112,3630,2246,7,15,29,New,FALSE,Female,Non-Hispanic,ESI,PHD,4
Matched White,8,6,3,5,8,3,8,White,112,180,2246,7,15,29,New,FALSE,Female,Non-Hispanic,ESI,PHD,4
Random White,5,3,3,5,6,3,ND,White,1176,197,2725,24,21,176,New,FALSE,Female,Non-Hispanic,ESI,PHD,4
Random White,9,6,5,8,9,4,ND,White,1176,5338,2725,24,21,176,New,FALSE,Female,Non-Hispanic,ESI,PHD,4
Random White,5,3,3,4,5,3,ND,White,1176,4396,2725,24,21,176,New,FALSE,Female,Non-Hispanic,ESI,PHD,4
Random White,4,2,1,4,4,1,4,White,2630,7277,4029,14,15,73,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,4,2,2,4,5,2,4,White,2630,699,4029,14,15,73,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,5,3,2,3,5,2,5,White,2630,1263,4029,14,15,73,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,4,2,1,3,5,1,ND,White,3197,6740,2143,14,18,14,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Random White,6,5,1,4,6,2,ND,White,3197,1228,2143,14,18,14,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Random White,4,3,2,3,5,1,ND,White,3197,2519,2143,14,18,14,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Random White,7,6,4,7,8,3,ND,White,1476,7580,1212,18,20,148,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,3,2,3,2,4,2,ND,White,1476,5559,1212,18,20,148,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Random White,9,7,7,6,9,2,ND,White,1476,955,1212,18,20,148,New,FALSE,Male,Non-Hispanic,ESI,PHD,4
Matched White,3,3,2,2,4,1,3,White,1622,350,1229,20,4,22,New,FALSE,Female,Non-Hispanic,Experienced,PHD,5
Matched White,6,2,4,4,7,2,5,White,1622,1053,1229,20,4,22,New,FALSE,Female,Non-Hispanic,Experienced,PHD,5
Matched White,3,3,3,5,5,3,4,White,1622,5677,1229,20,4,22,New,FALSE,Female,Non-Hispanic,Experienced,PHD,5
Matched Black,5,4,2,3,7,2,ND,Black,3108,4898,4055,20,4,110,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,5
Matched Black,3,3,2,3,3,2,ND,Black,3108,5992,4055,20,4,110,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,5
Matched Black,7,4,5,5,7,4,ND,Black,3108,5697,4055,20,4,110,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,5
Matched White,2,2,2,2,2,2,3,White,788,5265,684,7,16,157,New,TRUE,Male,Non-Hispanic,Experienced,MD,5
Matched White,3,2,1,3,3,2,4,White,788,7037,684,7,16,157,New,TRUE,Male,Non-Hispanic,Experienced,MD,5
Matched White,3,2,2,4,3,2,3,White,788,7974,684,7,16,157,New,TRUE,Male,Non-Hispanic,Experienced,MD,5
Matched White,5,4,3,3,5,2,3,White,1287,3552,2112,19,4,70,New,FALSE,Male,Non-Hispanic,ESI,MD/PHD,5
Matched White,2,2,1,2,3,1,2,White,1287,2651,2112,19,4,70,New,FALSE,Male,Non-Hispanic,ESI,MD/PHD,5
Matched White,2,2,1,2,3,1,2,White,1287,4989,2112,19,4,70,New,FALSE,Male,Non-Hispanic,ESI,MD/PHD,5
Matched White,4,4,2,4,5,1,ND,White,349,1619,527,9,22,39,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,5
Matched White,6,2,2,3,6,1,ND,White,349,3935,527,9,22,39,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,5
Random White,4,4,2,4,5,1,ND,White,349,1619,527,9,22,39,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,5
Matched White,4,4,4,4,4,2,4,White,1205,6247,705,20,13,163,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,5
Matched White,3,2,1,2,4,1,4,White,1205,5598,705,20,13,163,New,TRUE,Female,Non-Hispanic,Non-ESI NI,PHD,5
Random White,4,3,1,2,4,2,4,White,1854,8068,4203,12,13,36,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Random White,2,2,1,2,2,2,3,White,1854,191,4203,12,13,36,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Random White,4,1,1,2,4,2,4,White,1854,7094,4203,12,13,36,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Matched White,3,1,1,3,4,1,4,White,798,5837,4939,9,13,13,New,FALSE,Female,Non-Hispanic,Experienced,PHD,4
Matched White,4,3,2,3,4,1,4,White,798,6535,4939,9,13,13,New,FALSE,Female,Non-Hispanic,Experienced,PHD,4
Matched White,2,2,1,3,2,1,ND,White,798,6875,4939,9,13,13,New,FALSE,Female,Non-Hispanic,Experienced,PHD,4
Matched White,4,3,3,3,4,3,4,White,1065,6003,3156,12,13,140,New,FALSE,Male,Non-Hispanic,Experienced,MD,4
Matched White,2,1,2,3,1,1,2,White,1065,3170,3156,12,13,140,New,FALSE,Male,Non-Hispanic,Experienced,MD,4
Matched White,4,2,1,2,4,1,4,White,1065,1201,3156,12,13,140,New,FALSE,Male,Non-Hispanic,Experienced,MD,4
Matched White,2,2,2,2,3,2,2,White,1065,6003,4277,12,13,140,New,TRUE,Male,Non-Hispanic,Experienced,MD,4
Matched White,3,1,1,3,3,1,3,White,1065,1201,4277,12,13,140,New,TRUE,Male,Non-Hispanic,Experienced,MD,4
Matched White,3,2,2,2,3,1,3,White,1065,305,4277,12,13,140,New,TRUE,Male,Non-Hispanic,Experienced,MD,4
Random White,3,4,2,1,3,1,4,White,1085,7339,3970,11,3,87,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,3,3,4,2,4,2,3,White,1085,1320,3970,11,3,87,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,4,3,1,2,6,2,ND,White,3966,4552,1932,20,13,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,5
Matched White,4,3,2,5,4,2,ND,White,3966,144,1932,20,13,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,5
Matched White,2,1,1,1,2,1,ND,White,3966,3312,1932,20,13,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,5
Matched White,4,4,3,5,4,2,5,White,725,6657,553,8,19,42,New,FALSE,Female,Non-Hispanic,ESI,PHD,5
Matched White,5,3,2,4,5,2,5,White,725,6394,553,8,19,42,New,FALSE,Female,Non-Hispanic,ESI,PHD,5
Matched White,5,4,3,5,6,1,5,White,725,2730,553,8,19,42,New,FALSE,Female,Non-Hispanic,ESI,PHD,5
Matched White,5,4,4,4,4,6,ND,White,559,8326,3111,3,4,152,New,FALSE,Male,Non-Hispanic,ESI,MD/PHD,5
Matched White,5,4,1,2,5,2,ND,White,559,1768,3111,3,4,152,New,FALSE,Male,Non-Hispanic,ESI,MD/PHD,5
Matched White,5,3,3,3,5,2,ND,White,559,7374,3111,3,4,152,New,FALSE,Male,Non-Hispanic,ESI,MD/PHD,5
Random White,6,4,2,3,6,2,ND,White,3889,4713,206,16,1,69,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Random White,5,2,2,3,5,2,ND,White,3889,6836,206,16,1,69,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Random White,3,3,1,3,4,1,ND,White,3889,7093,206,16,1,69,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Matched White,4,4,2,2,4,2,4,White,2575,3444,1875,14,8,14,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Matched White,4,3,1,2,4,1,4,White,2575,1516,1875,14,8,14,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Matched White,2,1,1,2,2,1,3,White,2575,2400,1875,14,8,14,New,FALSE,Male,Non-Hispanic,Experienced,PHD,5
Matched White,6,8,4,6,6,6,ND,White,1357,4534,3917,9,21,115,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,5
Matched White,8,8,5,8,8,5,ND,White,1357,4224,3917,9,21,115,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,5
Matched White,7,8,5,5,7,5,ND,White,1357,2646,3917,9,21,115,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,5
Random White,7,6,3,5,6,3,ND,White,326,1209,2451,17,16,161,New,FALSE,Male,Non-Hispanic,ESI,PHD,5
Random White,9,9,4,7,8,4,ND,White,326,6788,2451,17,16,161,New,FALSE,Male,Non-Hispanic,ESI,PHD,5
Random White,4,3,2,4,4,1,ND,White,326,1222,2451,17,16,161,New,FALSE,Male,Non-Hispanic,ESI,PHD,5
Random White,6,8,4,6,6,6,ND,White,1357,4534,3917,9,21,115,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,5
Random White,7,8,5,5,7,5,ND,White,1357,2646,3917,9,21,115,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,5
Matched Black,4,3,1,4,4,1,4,Black,3201,7638,1514,15,15,127,New,TRUE,Male,Non-Hispanic,Experienced,MD/PHD,4
Matched Black,3,2,2,3,3,2,4,Black,3201,8000,1514,15,15,127,New,TRUE,Male,Non-Hispanic,Experienced,MD/PHD,4
Matched Black,2,2,2,2,2,2,4,Black,3201,426,1514,15,15,127,New,TRUE,Male,Non-Hispanic,Experienced,MD/PHD,4
Matched White,1,1,1,1,2,1,3,White,1999,6083,4300,13,21,106,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,3,2,1,3,3,2,3,White,1999,1564,4300,13,21,106,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,3,4,3,5,3,3,3,White,1999,6521,4300,13,21,106,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,6,3,1,5,7,4,ND,White,1999,4282,117,1,3,93,New,TRUE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,4,1,1,3,5,1,ND,White,1999,2819,117,1,3,93,New,TRUE,Male,Non-Hispanic,Experienced,PHD,4
Matched White,4,2,2,3,4,1,ND,White,1999,5785,117,1,3,93,New,TRUE,Male,Non-Hispanic,Experienced,PHD,4
Matched Black,3,1,3,3,4,2,ND,Black,2064,6666,3780,22,21,160,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched Black,5,3,2,3,5,2,ND,Black,2064,8218,3780,22,21,160,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Matched Black,7,4,2,3,7,1,ND,Black,2064,7054,3780,22,21,160,New,FALSE,Female,Non-Hispanic,Non-ESI NI,PHD,4
Random White,5,5,2,3,5,1,6,White,2228,2494,3409,3,21,48,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,3,1,2,1,5,1,ND,White,2228,6998,3409,3,21,48,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,2,1,1,1,2,1,4,White,2228,2614,3409,3,21,48,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,1,1,1,1,1,1,4,White,2228,6750,3409,3,21,48,New,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,5,5,1,1,5,1,ND,White,1504,4832,2371,22,21,90,Renewal,FALSE,Female,Non-Hispanic,Experienced,PHD,4
Random White,6,4,1,1,6,1,ND,White,1504,1261,2371,22,21,90,Renewal,FALSE,Female,Non-Hispanic,Experienced,PHD,4
Random White,3,2,1,1,3,1,ND,White,1504,829,2371,22,21,90,Renewal,FALSE,Female,Non-Hispanic,Experienced,PHD,4
Random White,6,2,1,3,6,1,ND,White,1031,5135,3791,16,21,47,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,5,3,1,2,5,1,ND,White,1031,7848,3791,16,21,47,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,6,3,1,4,4,1,ND,White,1031,7541,3791,16,21,47,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,4,4,1,2,5,1,4,White,3319,3812,4403,13,21,66,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,4,4,2,4,5,2,4,White,3319,434,4403,13,21,66,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,2,2,1,2,3,2,4,White,3319,4776,4403,13,21,66,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,4
Random White,7,4,5,7,8,2,ND,White,3511,7812,1964,11,4,53,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Random White,8,4,5,3,8,1,ND,White,3511,4293,1964,11,4,53,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Random White,2,1,1,1,2,2,ND,White,3511,257,1964,11,4,53,New,FALSE,Male,Non-Hispanic,Non-ESI NI,PHD,4
Random White,5,5,5,5,5,3,ND,White,2782,3194,3042,13,21,21,New,TRUE,Female,Non-Hispanic,Experienced,PHD,4
Random White,4,4,1,5,2,1,ND,White,2782,5310,3042,13,21,21,New,TRUE,Female,Non-Hispanic,Experienced,PHD,4
Random White,3,3,2,3,4,1,ND,White,2782,6376,3042,13,21,21,New,TRUE,Female,Non-Hispanic,Experienced,PHD,4
Random White,3,3,3,3,4,2,ND,White,2782,5506,3042,13,21,21,New,TRUE,Female,Non-Hispanic,Experienced,PHD,4
Matched White,6,6,3,6,6,3,ND,White,2610,1906,2054,20,13,110,Renewal,FALSE,Female,Non-Hispanic,Experienced,MD,2
Matched White,4,4,1,3,2,1,ND,White,2610,3312,2054,20,13,110,Renewal,FALSE,Female,Non-Hispanic,Experienced,MD,2
Matched White,2,2,2,3,2,1,ND,White,2610,1792,2054,20,13,110,Renewal,FALSE,Female,Non-Hispanic,Experienced,MD,2
Matched White,3,3,1,3,4,1,3,White,2242,537,3054,17,16,2,New,FALSE,Male,Non-Hispanic,Experienced,MD/PHD,2
Matched White,4,1,1,2,4,1,4,White,2242,4828,3054,17,16,2,New,FALSE,Male,Non-Hispanic,Experienced,MD/PHD,2
Matched White,2,2,1,2,3,1,3,White,2242,5657,3054,17,16,2,New,FALSE,Male,Non-Hispanic,Experienced,MD/PHD,2
Matched White,6,5,1,5,5,1,ND,White,1604,2785,2042,9,19,114,Renewal,FALSE,Male,Non-Hispanic,Experienced,MD,2
Matched White,2,1,1,3,3,1,ND,White,1604,4444,2042,9,19,114,Renewal,FALSE,Male,Non-Hispanic,Experienced,MD,2
Matched White,4,5,1,6,3,1,ND,White,1604,5215,1113,9,19,114,Renewal,TRUE,Male,Non-Hispanic,Experienced,MD,2
Matched White,1,1,1,1,1,1,1,White,2704,2641,3639,15,20,136,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Matched White,1,3,1,2,2,1,2,White,2704,8164,3639,15,20,136,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Matched White,2,2,1,2,3,1,2,White,2704,7942,3639,15,20,136,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Matched Black,9,9,5,5,9,3,ND,Black,2511,1302,3101,24,15,123,New,FALSE,Male,Non-Hispanic,ESI,PHD,2
Matched Black,5,4,2,5,5,2,ND,Black,2511,3332,3101,24,15,123,New,FALSE,Male,Non-Hispanic,ESI,PHD,2
Matched Black,3,3,3,4,5,1,ND,Black,2511,2496,3101,24,15,123,New,FALSE,Male,Non-Hispanic,ESI,PHD,2
Matched White,6,7,3,6,6,3,ND,White,715,2562,4843,2,15,170,New,FALSE,Male,Non-Hispanic,Experienced,MD/PHD,2
Matched White,7,4,2,2,7,2,ND,White,715,2078,4843,2,15,170,New,FALSE,Male,Non-Hispanic,Experienced,MD/PHD,2
Matched White,4,2,1,1,5,1,ND,White,715,6023,4843,2,15,170,New,FALSE,Male,Non-Hispanic,Experienced,MD/PHD,2
Random White,5,5,1,4,5,1,5,White,3577,5862,2474,16,21,89,Renewal,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,3,3,1,2,3,1,4,White,3577,5891,2474,16,21,89,Renewal,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,3,3,2,2,3,2,4,White,3577,3578,2474,16,21,89,Renewal,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,3,2,1,1,4,1,ND,White,486,833,1478,21,16,100,New,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,4,1,1,1,4,1,ND,White,486,2611,1478,21,16,100,New,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,3,2,1,2,3,1,ND,White,486,2329,1478,21,16,100,New,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,6,4,1,4,4,1,ND,White,3577,4582,1609,16,21,47,New,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,5,4,2,3,5,1,ND,White,3577,7848,1609,16,21,47,New,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,4,4,2,4,5,2,ND,White,3577,5261,1609,16,21,47,New,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,5,5,2,2,5,1,ND,White,1137,6945,3921,18,18,99,New,TRUE,Female,Non-Hispanic,Experienced,PHD,2
Random White,4,3,2,3,4,1,ND,White,1137,6187,3921,18,18,99,New,TRUE,Female,Non-Hispanic,Experienced,PHD,2
Random White,5,5,1,4,3,3,ND,White,1137,2018,3921,18,18,99,New,TRUE,Female,Non-Hispanic,Experienced,PHD,2
Random White,4,3,1,4,5,2,ND,White,1909,2982,2532,1,19,154,New,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,6,2,4,4,6,1,ND,White,1909,3495,2532,1,19,154,New,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,3,2,1,2,4,1,ND,White,1909,7967,2532,1,19,154,New,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,2,2,1,2,2,1,2,White,3206,3895,2073,5,19,110,New,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,2,1,1,1,2,1,2,White,3206,4748,2073,5,19,110,New,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,3,2,1,2,3,1,2,White,3206,3566,2073,5,19,110,New,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,2,2,1,2,2,1,2,White,3206,3643,2073,5,19,110,New,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,1,1,1,2,2,1,1,White,3206,7382,2073,5,19,110,New,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,2,1,1,1,2,1,2,White,1768,2172,4568,16,8,19,Renewal,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,2,2,1,1,3,1,2,White,1768,1900,4568,16,8,19,Renewal,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,3,2,2,4,3,2,4,White,1604,5669,3651,9,1,114,New,TRUE,Male,Non-Hispanic,Experienced,MD,2
Random White,4,2,2,2,4,2,4,White,1604,2148,3651,9,1,114,New,TRUE,Male,Non-Hispanic,Experienced,MD,2
Random White,2,2,1,2,2,1,2,White,3206,5089,1263,16,21,118,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,1,1,1,1,2,1,1,White,3206,1017,1263,16,21,118,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,1,1,1,2,2,1,1,White,3206,637,1263,16,21,118,Renewal,FALSE,Male,Non-Hispanic,Experienced,PHD,2
Random White,3,2,2,3,4,2,ND,White,747,4240,359,6,23,77,New,FALSE,Female,Non-Hispanic,Experienced,PHD,2
Random White,4,3,1,3,6,1,ND,White,747,7234,359,6,23,77,New,FALSE,Female,Non-Hispanic,Experienced,PHD,2
Random White,5,5,2,5,5,1,ND,White,747,845,359,6,23,77,New,FALSE,Female,Non-Hispanic,Experienced,PHD,2
Random White,5,2,5,3,6,2,ND,White,1688,7096,1119,3,8,117,New,TRUE,Female,Non-Hispanic,Experienced,PHD,2
Random White,6,4,3,3,7,3,ND,White,1688,5173,1119,3,8,117,New,TRUE,Female,Non-Hispanic,Experienced,PHD,2
Random White,4,4,3,3,6,3,ND,White,1688,651,1119,3,8,117,New,TRUE,Female,Non-Hispanic,Experienced,PHD,2
Random White,4,2,2,1,6,1,3,White,867,2809,4303,15,4,151,New,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,2,2,1,2,2,1,2,White,867,8070,4303,15,4,151,New,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,2,1,2,1,2,1,3,White,867,3991,4303,15,4,151,New,TRUE,Male,Non-Hispanic,Experienced,PHD,2
Random White,2,2,1,2,2,1,2,White,691,7546,1205,15,20,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,2
Random White,2,2,2,3,2,1,2,White,691,5846,1205,15,20,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,2
Random White,2,1,1,2,2,1,2,White,691,6441,1205,15,20,110,New,FALSE,Female,Non-Hispanic,Experienced,PHD,2
Random White,6,7,3,6,6,3,ND,White,715,2562,4843,2,15,170,New,FALSE,Male,Non-Hispanic,Experienced,MD/PHD,2
Random White,7,4,2,2,7,2,ND,White,715,2078,4843,2,15,170,New,FALSE,Male,Non-Hispanic,Experienced,MD/PHD,2
Random White,4,2,1,1,5,1,ND,White,715,6023,4843,2,15,170,New,FALSE,Male,Non-Hispanic,Experienced,MD/PHD,2
Random White,2,2,3,2,2,1,4,White,570,2122,2580,24,18,31,New,TRUE,Male,Non-Hispanic,Experienced,MD,2
Random White,3,2,3,4,2,1,5,White,570,5242,2580,24,18,31,New,TRUE,Male,Non-Hispanic,Experienced,MD,2
Random White,4,4,1,3,4,1,5,White,570,3255,2580,24,18,31,New,TRUE,Male,Non-Hispanic,Experienced,MD,2
Matched White,2,2,1,4,2,1,2,White,1563,5852,271,7,8,104,New,FALSE,Male,Non-Hispanic,Experienced,Others,3
Matched White,4,5,2,5,2,1,3,White,1563,4704,271,7,8,104,New,FALSE,Male,Non-Hispanic,Experienced,Others,3
Matched White,2,2,1,2,2,1,2,White,1563,5775,271,7,8,104,New,FALSE,Male,Non-Hispanic,Experienced,Others,3
Matched White,3,4,1,2,4,1,ND,White,3926,5020,3892,20,19,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,3,5,1,1,3,1,ND,White,3926,6310,3892,20,19,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,6,7,2,2,5,4,ND,White,3926,2255,3892,20,19,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
Matched White,2,2,1,1,2,1,ND,White,3926,3195,3892,20,19,110,New,FALSE,Male,Non-Hispanic,Experienced,PHD,3
